"VagrantIDNumber","GenderofLeadVagrant","RelationshiptoLeadVagrant","NumberofPeopleinGroup","PersonType","VagrantCategory","SessionStartYear","SessionStartMonth","SettlementCounty","SettlementCountry"
"10185.3.4","[unknown]","[Child]",4,"Dependent","Middlesex Vagrant",1785,12,"Lancashire","England"
"10185.4.4","[unknown]","[Child]",4,"Dependent","Middlesex Vagrant",1785,12,"Lancashire","England"
"10186.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,12,"Hampshire","England"
"10187.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Dorset","England"
"10188.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10189.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Dublin","Ireland"
"1019.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1779,12,"Berkshire","England"
"10190.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Kilkenny","Ireland"
"10191.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Dublin","Ireland"
"10192.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Cork","Ireland"
"10193.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Lancashire","England"
"10194.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Lancashire","England"
"10195.1.3","M","[lead vagrant]",3,"Group Leader","Passing Vagrant",1785,12,"Jersey","Channel Islands"
"10195.2.3","[unknown]","[Wife]",3,"Dependent","Passing Vagrant",1785,12,"Jersey","Channel Islands"
"10195.3.3","[unknown]","[Child]",3,"Dependent","Passing Vagrant",1785,12,"Jersey","Channel Islands"
"10196.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Dublin","Ireland"
"10197.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Worcestershire","England"
"10198.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,12,"Devon","England"
"10198.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,12,"Devon","England"
"10199.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Warwickshire","England"
"102.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1777,12,"Yorkshire","England"
"1020.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1779,12,"Worcestershire","England"
"1020.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1779,12,"Worcestershire","England"
"10200.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Northamptonshire","England"
"10201.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10202.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10203.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Worcestershire","England"
"10204.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Hertfordshire","England"
"10205.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,12,"Yorkshire","England"
"10205.2.2","M","[Son]",2,"Dependent","City Vagrant",1785,12,"Yorkshire","England"
"10206.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Pembrokeshire","Wales"
"10207.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,12,"Montgomeryshire","Wales"
"10208.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Dublin","Ireland"
"10209.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,12,"Hampshire","England"
"1021.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1779,12,"Down","Ireland"
"10210.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10211.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Huntingdonshire","England"
"10212.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Fermanagh","Ireland"
"10213.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Louth","Ireland"
"10214.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"[unknown]","Scotland"
"10215.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Lincolnshire","England"
"10216.1.2","F","[lead vagrant]",2,"Group Leader","City Vagrant",1785,12,"Wiltshire","England"
"10216.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,12,"Wiltshire","England"
"10217.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,12,"Dumfriesshire","Scotland"
"10218.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,12,"Kent","England"
"10219.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Meath","Ireland"
"1022.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1779,12,"Middlesex","England"
"10220.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Berkshire","England"
"10221.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Kent","England"
"10222.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1785,12,"Derbyshire","England"
"10222.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1785,12,"Derbyshire","England"
"10223.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Yorkshire","England"
"10224.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,12,"Bristol","England"
"10225.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Kent","England"
"10226.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,12,"Somerset","England"
"10227.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Cork","Ireland"
"10228.1.2","F","[lead vagrant]",2,"Group Leader","Westminster Vagrant",1785,12,"Ross-shire","Scotland"
"10228.2.2","[unknown]","[Child]",2,"Dependent","Westminster Vagrant",1785,12,"Ross-shire","Scotland"
"10229.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Warwickshire","England"
"1023.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1779,12,"Kent","England"
"10230.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Gloucestershire","England"
"10231.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Flintshire","Wales"
"10232.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Kildare","Ireland"
"10233.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,12,"Hertfordshire","England"
"10234.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Herefordshire","England"
"10235.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Lancashire","England"
"10236.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"[unknown]","Scotland"
"10237.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Lincolnshire","England"
"10238.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Leitrim","Ireland"
"10239.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Kildare","Ireland"
"1024.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1779,12,"Surrey","England"
"10240.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Dorset","England"
"10241.1.2","F","[lead vagrant]",2,"Group Leader","Passing Vagrant",1785,12,"Suffolk","England"
"10241.2.2","[unknown]","[Child]",2,"Dependent","Passing Vagrant",1785,12,"Suffolk","England"
"10242.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"[unknown]","Ireland"
"10243.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Nottinghamshire","England"
"10244.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,12,"Kildare","Ireland"
"10244.2.2","[unknown]","[Child]",2,"Dependent","City Vagrant",1785,12,"Kildare","Ireland"
"10245.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10246.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Cork","Ireland"
"10247.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,12,"Worcestershire","England"
"10248.1.5","M","[lead vagrant]",5,"Group Leader","City Vagrant",1785,12,"Rutland","England"
"10248.2.5","F","[Wife]",5,"Dependent","City Vagrant",1785,12,"Rutland","England"
"10248.3.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1785,12,"Rutland","England"
"10248.4.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1785,12,"Rutland","England"
"10248.5.5","[unknown]","[Child]",5,"Dependent","City Vagrant",1785,12,"Rutland","England"
"10249.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Hampshire","England"
"1025.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1779,12,"Yorkshire","England"
"10250.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Derbyshire","England"
"10251.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10252.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Gloucestershire","England"
"10253.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,12,"Buckinghamshire","England"
"10254.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Somerset","England"
"10255.1.2","M","[lead vagrant]",2,"Group Leader","Middlesex Vagrant",1785,12,"Norfolk","England"
"10255.2.2","F","[Wife]",2,"Dependent","Middlesex Vagrant",1785,12,"Norfolk","England"
"10256.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,12,"Sussex","England"
"10257.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Mayo","Ireland"
"10258.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,12,"Sussex","England"
"10259.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,12,"Middlesex","England"
"1026.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1779,12,"Lancashire","England"
"1026.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1779,12,"Lancashire","England"
"1026.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1779,12,"Lancashire","England"
"10260.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Staffordshire","England"
"10261.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Mayo","Ireland"
"10262.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,12,"Hampshire","England"
"10263.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Sligo","Ireland"
"10264.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Dublin","Ireland"
"10265.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"[unknown]","Scotland"
"10266.1.4","M","[lead vagrant]",4,"Group Leader","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10266.2.4","F","[Wife]",4,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10266.3.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10266.4.4","[unknown]","[Child]",4,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10267.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,12,"Somerset","England"
"10268.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Bristol","England"
"10269.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Berkshire","England"
"1027.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1779,12,"Sussex","England"
"10270.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10271.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Leitrim","Ireland"
"10272.1.2","M","[lead vagrant]",2,"Group Leader","City Vagrant",1785,12,"Durham","England"
"10272.2.2","F","[Wife]",2,"Dependent","City Vagrant",1785,12,"Durham","England"
"10273.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,12,"New York","America"
"10274.1.2","M","[lead vagrant]",2,"Group Leader","Passing Vagrant",1785,12,"Kent","England"
"10274.2.2","M","[Son]",2,"Dependent","Passing Vagrant",1785,12,"Kent","England"
"10275.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Warwickshire","England"
"10276.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Huntingdonshire","England"
"10277.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Staffordshire","England"
"10278.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Devon","England"
"10279.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"1028.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1779,12,"Oxfordshire","England"
"10280.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1785,12,"Warwickshire","England"
"10280.2.3","[unknown]","[Wife]",3,"Dependent","City Vagrant",1785,12,"Warwickshire","England"
"10280.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Warwickshire","England"
"10281.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Devon","England"
"10282.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Devon","England"
"10283.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Devon","England"
"10284.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Cork","Ireland"
"10285.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1785,12,"Norfolk","England"
"10286.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Yorkshire","England"
"10287.1.2","M","[lead vagrant]",2,"Group Leader","Passing Vagrant",1785,12,"Bristol","England"
"10287.2.2","F","[Wife]",2,"Dependent","Passing Vagrant",1785,12,"Bristol","England"
"10288.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,12,"Lancashire","England"
"10289.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1785,12,"Cheshire","England"
"10289.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Cheshire","England"
"10289.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Cheshire","England"
"1029.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1779,12,"Buckinghamshire","England"
"10290.1.3","M","[lead vagrant]",3,"Group Leader","City Vagrant",1785,12,"Warwickshire","England"
"10290.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Warwickshire","England"
"10290.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Warwickshire","England"
"10291.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"[unknown]","Scotland"
"10292.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Berkshire","England"
"10293.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"[unknown]","Ireland"
"10294.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10295.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Lancashire","England"
"10296.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10297.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Wiltshire","England"
"10298.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Somerset","England"
"10299.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Kent","England"
"103.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1777,12,"Cornwall","England"
"1030.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1779,12,"Cork","Ireland"
"10300.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Wicklow","Ireland"
"10301.1.2","M","[lead vagrant]",2,"Group Leader","Passing Vagrant",1785,12,"Kent","England"
"10301.2.2","F","[Wife]",2,"Dependent","Passing Vagrant",1785,12,"Kent","England"
"10302.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Northamptonshire","England"
"10303.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Dublin","Ireland"
"10304.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Warwickshire","England"
"10305.1.3","F","[lead vagrant]",3,"Group Leader","City Vagrant",1785,12,"Cumberland","England"
"10305.2.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Cumberland","England"
"10305.3.3","[unknown]","[Child]",3,"Dependent","City Vagrant",1785,12,"Cumberland","England"
"10306.1.1","M","[lead vagrant]",1,"Solo Male","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10307.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Devon","England"
"10308.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Devon","England"
"10309.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1785,12,"Wiltshire","England"
"1031.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1779,12,"Waterford","Ireland"
"10310.1.1","M","[lead vagrant]",1,"Solo Male","Middlesex Vagrant",1785,12,"Kent","England"
"10311.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Cork","Ireland"
"10312.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Shropshire","England"
"10313.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10313.2.2","F","[Daughter]",2,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10314.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Buckinghamshire","England"
"10315.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1785,12,"Buckinghamshire","England"
"10316.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Cumberland","England"
"10317.1.1","F","[lead vagrant]",1,"Single Female","City Vagrant",1785,12,"Lancashire","England"
"10318.1.1","M","[lead vagrant]",1,"Solo Male","Passing Vagrant",1785,12,"Sussex","England"
"10319.1.5","M","[lead vagrant]",5,"Group Leader","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10319.2.5","F","[Wife]",5,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10319.3.5","[unknown]","[Child]",5,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10319.4.5","[unknown]","[Child]",5,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"10319.5.5","[unknown]","[Child]",5,"Dependent","Passed to Middlesex Home",1785,12,"Middlesex","England"
"1032.1.1","F","[lead vagrant]",1,"Single Female","Middlesex Vagrant",1779,12,"Essex","England"
"10320.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Bedfordshire","England"
"10321.1.1","M","[lead vagrant]",1,"Solo Male","City Vagrant",1785,12,"Carlow","Ireland"
"10322.1.1","F","[lead vagrant]",1,"Single Female","Passing Vagrant",1785,12,"Surrey","England"
"10323.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1786,1,"Middlesex","England"
"10324.1.2","F","[lead vagrant]",2,"Group Leader","Passed to Middlesex Home",1786,1,"Middlesex","England"
"10324.2.2","[unknown]","[Child]",2,"Dependent","Passed to Middlesex Home",1786,1,"Middlesex","England"
"10325.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1786,1,"Buckinghamshire","England"
"10326.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1786,1,"Somerset","England"
"10327.1.1","F","[lead vagrant]",1,"Single Female","Westminster Vagrant",1786,1,"Berkshire","England"
"10328.1.1","M","[lead vagrant]",1,"Solo Male","Westminster Vagrant",1786,1,"Gloucestershire","England"
"10329.1.1","F","[lead vagrant]",1,"Single Female","Passed to Middlesex Home",1786,1,"Middlesex","England"
